rank,id,minplayers,maxplayers,maxplaytime,average_rating,age,total_owners,total_weights,mechanic_count,category_count,designer_count,name_clean,category_clean_Adventure,category_clean_Educational,category_clean_Era,category_clean_Expansion for Base-game,category_clean_Other,category_clean_Strategy,category_clean_Wargame,mechanic_clean_Co-op,mechanic_clean_Dice_Rolling,mechanic_clean_Movement,mechanic_clean_Other,mechanic_clean_PVP,mechanic_clean_Role_Playing,category_clean,mechanic_clean
1248,169416,1,4,120,7.55601,13,2719,3.1351,6,4,6,Pathfinder Adventure Card Game Wrath of the Righteous  Base Set,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1249,41749,3,5,90,7.46626,14,1290,2.8551,4,4,1,American Rails,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1250,17710,2,6,240,6.75495,10,4817,3.0591,3,5,4,Conquest of the Empire,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1251,179303,2,4,45,6.8101,14,4043,2.1,2,1,1,Cthulhu Realms,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1252,175293,2,2,45,6.99438,8,2697,1.8116,2,3,1,Trambahn,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1253,32666,3,6,120,6.92727,0,1698,3.6219,3,4,1,Wealth of Nations,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1254,205046,2,4,30,7.08469,10,2007,2.0571,3,3,2,Capital Lux,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1255,24310,2,4,45,6.57134,13,9113,1.6647,5,5,4,The Red Dragon Inn,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1256,230253,1,4,45,8.1441,12,2940,2.0909,5,3,2,Star Realms Frontiers,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1257,98,2,5,180,6.56031,12,13131,3.0418,3,3,2,Axis  Allies,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1258,89910,1,4,40,6.99058,13,2888,1.9565,3,4,1,Run Fight or Die,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1259,28259,3,6,90,6.57471,12,6308,2.0754,5,5,1,Cutthroat Caverns,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1260,65564,1,1,60,7.89544,12,1622,2.8144,2,3,1,Hornet Leader Carrier Air Operations,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1261,31552,2,4,45,7.2846,0,1554,2.012,4,4,2,Wings of War Deluxe Set,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1262,54137,2,4,15,6.70382,7,3630,1.5273,3,2,1,Battle Sheep,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1263,19526,2,4,90,6.6606,10,3898,2.7335,5,2,1,Elasund The First City,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1264,162388,2,2,60,8.1734,10,1846,3.125,4,3,2,BattleCON Fate of Indines,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1265,172996,2,4,50,7.13612,12,1879,2.5652,3,2,1,The King Is Dead,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1266,177478,2,4,90,7.56595,14,1199,2.8966,4,1,1,IKI,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1267,102435,1,2,120,7.96205,12,1565,3.8434,2,3,1,Navajo Wars,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
1268,91620,2,4,60,6.85087,10,2582,2.2701,6,2,1,Pastiche,0,1,0,0,0,0,0,0,0,0,1,0,0,Educational,Other
1269,67239,3,4,120,6.84265,12,3780,2.6767,4,3,1,Catan Histories Settlers of America  Trails to Rails,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1270,6779,2,5,30,6.99357,8,1945,1.9239,2,3,2,The Ark of the Covenant,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1271,195528,1,4,45,6.95902,10,2680,2.1304,2,2,1,La Granja No Siesta,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1272,66588,3,10,20,6.94349,8,3233,1.1111,2,4,1,Wits  Wagers Family,0,1,0,0,0,0,0,0,0,0,0,1,0,Educational,PVP
1273,143175,2,4,45,7.11535,12,1832,2.28,1,2,1,Kashgar Merchants of the Silk Road,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1274,198487,2,2,45,7.54419,12,3746,3.0,3,2,1,Smash Up Cease and Desist,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1275,81640,2,5,200,7.42848,14,1506,3.7222,1,4,1,Florenza,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1276,144826,2,4,15,6.93688,14,3630,2.2532,5,3,2,Zombie ,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1277,15953,1,2,45,7.15033,8,2654,1.9651,4,4,2,Wings of War Burning Drachens,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1278,149776,1,4,90,7.6026,14,1875,2.6071,5,6,2,Fireteam Zero,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1279,34707,2,4,45,6.7852,8,1747,1.9476,2,1,1,The Hanging Gardens,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1280,163474,1,4,180,7.92526,12,1532,2.7,3,3,1,VCommandos,0,0,0,0,0,1,0,1,0,0,0,0,0,Strategy,Co-op
1281,1198,2,20,30,6.48503,6,14493,1.6879,2,3,1,SET,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
1282,172931,2,4,15,7.21814,5,2460,1.1333,3,3,2,Outfoxed,0,1,0,0,0,0,0,1,0,0,0,0,0,Educational,Co-op
1283,8190,3,4,60,6.77506,10,3159,2.7277,3,3,1,The Bridges of ShangriLa,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1284,193737,1,6,90,7.13302,13,2906,2.0526,1,2,1,Star Trek Panic,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1285,16267,2,6,20,6.64398,8,3198,1.4116,1,1,1,Trans Europa,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1286,27627,2,6,90,6.53779,13,16745,2.1942,4,4,2,Talisman Revised th Edition,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1287,182189,2,6,40,6.79485,8,3745,1.8537,3,3,1,Treasure Hunter,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1288,198830,1,4,180,7.87197,14,1480,3.1667,5,6,1,Heroes of Land Air  Sea,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1289,903,2,4,30,6.81867,7,1809,1.0764,1,1,1,Hamsterrolle,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1290,29223,2,4,30,6.70626,6,3160,1.3797,3,1,1,Marrakech,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1291,33154,2,4,45,6.54256,10,4709,1.9044,4,1,2,Wasabi,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1292,183231,2,4,45,6.97287,10,2514,1.9302,2,1,2,Adventure Land,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1293,153064,4,8,20,6.70191,12,4224,1.2604,5,5,2,Good Cop Bad Cop,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1294,39217,2,2,180,7.59305,0,2056,3.2946,4,2,1,Fighting Formations Grossdeutschland Motorized Infantry Division,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
1295,1032,1,2,20,7.01799,12,3088,2.3463,2,3,2,B Queen of the Skies,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1296,1107,2,5,30,6.82639,10,3284,1.9213,2,2,1,Nyet,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1297,42673,1,1,180,7.73949,12,1889,2.7931,2,2,1,Field Commander Napoleon,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
1298,38718,2,3,420,7.87709,0,2028,3.3299,3,2,1,Normandy ,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
1299,120217,3,6,90,6.72913,13,4252,2.4307,3,3,1,City of Horror,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
1300,75358,3,6,30,6.75356,8,2927,1.8188,2,2,1,Paris Connection,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1301,155969,1,4,60,6.57941,10,8211,2.0745,3,4,1,Harbour,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1302,233678,1,4,60,6.89799,10,3071,2.2432,2,4,1,Indian Summer,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1303,123096,3,6,120,6.63869,8,5425,2.747,7,5,3,Space Cadets,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1304,85036,3,5,120,6.89764,13,2046,2.9612,4,4,1,th Century,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1305,218530,2,9,40,7.05796,12,4872,2.0278,4,2,1,Tortuga ,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
1306,2570,2,6,60,6.887,10,1581,2.1449,1,3,1,Atlantic Star,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1307,120,2,6,45,6.53001,12,6780,1.8663,3,1,1,Hoity Toity,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1308,31759,2,6,120,7.66622,14,2031,3.5333,3,4,4,Battletech Introductory Box Set,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1309,66510,2,4,60,7.20271,13,3575,1.9722,3,5,3,The Red Dragon Inn ,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1310,168788,2,6,60,7.04454,14,3254,2.2745,5,4,1,Rum  Bones,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1311,340,3,7,60,6.61624,10,4540,1.5362,3,2,2,Franks Zoo,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1312,205610,2,4,30,6.77788,14,3955,1.1818,3,3,1,A Game of Thrones Hand of the King,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1313,41010,2,4,20,6.72807,4,4892,1.1371,3,2,1,My First Carcassonne,0,1,0,0,0,0,0,0,0,1,0,0,0,Educational,Movement
1314,114031,2,4,95,6.78542,12,2387,2.709,4,2,1,Copycat,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1315,118695,2,4,30,6.9692,8,1755,1.2222,1,3,1,Riff Raff,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1316,32412,3,5,45,6.79888,10,2700,1.646,2,3,1,Palastgefluster,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1317,3353,2,2,420,7.26896,14,2272,3.5894,2,2,1,World War II Barbarossa to Berlin,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
1318,143401,2,5,90,7.15967,12,1467,3.2424,4,3,1,Yunnan,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
1319,5072,2,4,60,7.00127,6,1519,1.4957,1,1,1,Carrom,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1320,163370,2,5,35,7.20813,8,2182,1.9286,2,1,1,Carcassonne Gold Rush,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1321,123239,4,18,25,6.92359,8,3932,1.1463,1,2,1,Wits  Wagers Party,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1322,146816,2,4,45,7.13863,8,1827,2.0566,3,1,1,Sanssouci,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1323,85325,2,5,60,6.75937,12,3294,2.0366,4,2,1,Kolejka,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1324,199383,3,5,75,7.22562,0,1279,2.9375,3,3,1,Calimala,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1325,925,8,24,60,6.58182,8,3991,1.3923,5,6,2,Werewolf,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1326,198525,2,4,30,6.81786,8,3636,1.5143,3,1,2,Lotus,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1327,13551,2,5,60,6.67246,12,3815,2.5123,4,5,1,Oltre Mare,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1328,249,3,6,90,6.5957,12,3460,1.7875,3,2,1,Lifeboats,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1329,73316,2,4,120,7.02062,10,1512,2.9592,3,3,2,Magnum Sal,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1330,1442,2,2,300,7.19312,12,2245,2.3862,3,3,1,Victory in the Pacific,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1331,143404,1,2,30,7.03337,10,3334,2.0,2,2,1,Castellion,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1332,31624,3,5,120,6.81523,12,2309,2.8878,2,1,1,League of Six,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1333,151771,3,5,90,7.80035,16,1371,2.7368,3,4,1,La Cosa Nostra,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1334,205418,1,4,45,7.21002,8,2175,2.4375,1,2,1,Agricola Family Edition,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1335,57660,4,12,45,7.27326,12,1381,1.2453,3,3,1,Times Up Edicion Azul,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
1336,68182,3,6,60,6.73538,10,3063,2.1667,5,3,4,Isla Dorada,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1337,424,2,6,360,7.43826,14,1359,4.1789,3,2,1, Railroading across the Trans Mississippi from ,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1338,113289,3,10,30,6.74573,10,4069,1.16,3,3,1,Snake Oil,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
1339,40760,2,5,60,6.64604,9,2735,1.9108,4,2,2,Alea Iacta Est,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1340,46255,2,2,50,6.67189,10,2946,2.2113,5,3,2,Campaign Manager ,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1341,128667,3,7,40,6.70126,8,4624,1.7465,3,5,1,Samurai Sword,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1342,118536,1,6,90,6.96578,13,3068,2.5357,5,4,1,Police Precinct,0,0,0,0,0,1,0,1,0,0,0,0,0,Strategy,Co-op
1343,230303,1,6,60,7.1647,10,2461,1.8182,2,4,1,Unlock The House on the Hill,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
1344,15839,2,2,120,7.39781,12,1157,3.2059,3,2,1,Bonaparte at Marengo,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1345,109291,2,4,45,7.53845,13,1822,2.9211,4,5,2,Sails of Glory,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
1346,35761,3,4,90,6.77195,12,3355,3.1196,3,1,1,Sylla,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1347,127997,2,4,30,6.80186,8,2248,2.0259,4,3,1,Qin,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1348,119391,2,4,60,6.94574,10,2255,2.6075,6,2,1,Il Vecchio,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1349,181345,1,4,15,6.70592,8,4207,1.0938,1,4,1,Dr Eureka,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1350,1117,3,5,45,6.61622,10,4989,1.6169,6,4,1,Youre Bluffing,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1351,58110,2,6,90,7.01079,10,1882,2.34,3,3,2,Horse Fever,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1352,244115,2,4,30,7.58945,10,1694,2.0667,1,3,2,Shards of Infinity,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1353,40769,3,5,60,6.81916,10,2175,2.2786,1,3,1,Valdora,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
1354,133632,2,4,120,6.92712,13,3098,3.102,3,6,1,Mythotopia,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1355,12589,2,5,45,6.82282,12,1770,1.9607,2,2,1,Razzia,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1356,16772,3,6,60,6.6467,14,2249,1.9463,4,3,1,Mall of Horror,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1357,66214,2,5,45,6.90888,8,1756,2.2734,4,2,2,Samarkand Routes to Riches,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1358,191597,2,4,30,7.37278,10,2296,2.1111,6,4,1,Dale of Merchants ,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1359,128898,2,5,90,7.10504,12,1489,3.2292,3,2,1,New Amsterdam,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1360,49,2,5,30,6.48012,10,6826,1.3684,2,1,1,Mamma Mia,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1361,174078,2,2,30,6.92475,10,2767,1.8627,4,2,1,Holmes Sherlock  Mycroft,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1362,176558,6,12,20,6.63992,10,4892,1.5,3,4,2,Mafia de Cuba,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1363,12166,2,6,180,7.57094,12,1066,3.5806,3,2,1,Funkenschlag,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1364,40393,1,4,45,6.60303,8,3028,1.3923,2,2,1,FITS,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1365,5781,3,5,60,6.92627,9,1778,2.08,2,3,1,Edel Stein  Reich,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1366,238638,2,4,90,7.5704,12,1095,3.25,3,1,1,Castell,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
1367,148601,1,3,90,7.31531,14,1420,2.8958,4,4,2, Race to the Rhine,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1368,25277,2,2,120,7.42757,12,1381,2.6412,7,3,2,Richard III The Wars of the Roses,0,0,0,0,0,0,1,0,0,1,0,0,0,Wargame,Movement
1369,71882,1,4,60,6.92124,12,2581,2.2157,7,3,1,Conquest of Planet Earth The Space Alien Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1370,1234,2,6,30,6.45071,8,13385,1.3894,3,4,3,Once Upon a Time The Storytelling Card Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1371,9027,3,5,60,6.72065,10,2586,2.3168,4,2,2,Oasis,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
1372,144568,1,1,90,7.92421,13,1192,3.1176,3,2,1,Dawn of the Zeds Second edition,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1373,8481,2,2,180,7.16471,12,1707,2.9202,5,3,2,Crusader Rex,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1374,118063,2,6,45,6.57558,14,4672,2.0996,5,4,1,Android Infiltration,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1375,62220,2,4,180,6.76326,12,2805,3.3141,4,2,1,Urban Sprawl,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1376,104581,3,11,30,7.01617,8,1671,1.6742,5,3,1,Panic on Wall Street,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1377,112686,2,6,30,6.57928,15,8367,1.5924,3,3,2,Epic Spell Wars of the Battle Wizards Duel at Mt Skullzfyre,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1378,137330,2,2,15,6.85469,8,2874,1.0952,2,3,2,Cube Quest,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1379,247236,2,2,45,7.58109,10,3558,2.35,4,3,1,Duelosaur Island,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1380,29972,2,5,75,6.81344,10,2260,2.9227,2,3,2,El Capitan,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1381,223215,1,4,45,7.18495,8,2105,1.4,2,2,1,Flip Ships,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1382,244331,2,4,45,7.33918,8,1465,1.84,3,1,1,Blue Lagoon,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1383,146910,2,4,120,7.55857,12,1281,3.875,4,2,2,Wildcatters,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1384,117,2,4,45,6.96608,10,1789,2.0748,4,1,1,Ta Yu,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1385,195503,2,4,120,7.38608,13,2022,3.0952,3,5,1,City of Iron Second Edition,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1386,41863,2,5,240,6.93333,12,4289,3.183,3,3,2,Axis  Allies ,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1387,71061,1,4,90,6.6391,13,4171,2.1571,5,4,1,DungeonQuest third edition,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
1388,123219,2,4,45,6.86303,10,2475,2.3564,4,3,1,OddVille,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1389,398,2,5,30,6.61791,7,3190,1.2963,1,2,1,Wildlife Safari,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1390,36648,2,5,45,6.91855,8,1835,1.381,3,4,1,Pyramid of Pengqueen,0,1,0,0,0,0,0,0,0,0,1,0,0,Educational,Other
1391,22143,2,2,240,8.04603,12,1031,3.5341,3,2,2,EastFront II,0,0,0,0,0,0,1,0,0,0,1,0,0,Wargame,Other
1392,472,1,4,60,6.6937,10,3569,1.9306,6,3,2,DungeonQuest,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1393,158339,2,4,10,6.66614,10,4627,1.2752,3,4,2,Lost Legacy The Starship,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1394,204574,2,5,90,6.93084,12,2975,2.5172,3,2,1,The Flow of History,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1395,166286,1,2,20,6.91447,13,3754,1.7,4,5,2,Bottom of the th,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1396,130,2,6,240,6.97275,12,2196,2.9437,2,3,2,Iron Dragon,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
1397,192945,2,4,80,7.23282,10,2288,2.6818,4,3,2,Coal Baron The Great Card Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1398,6901,2,7,45,6.78198,8,1383,1.6933,2,1,1,Euchre,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1399,9215,2,5,480,7.33911,12,1843,4.2514,3,3,1,Revolution The Dutch Revolt ,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1400,222542,2,4,60,7.07906,14,2015,3.0,3,1,1,Otys,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1401,36399,2,5,240,7.46168,0,1353,3.3711,3,2,1,The Napoleonic Wars Second Edition,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1402,211716,1,6,180,7.53367,14,1709,4.1765,5,4,1,John Company,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1403,214032,1,4,120,6.93212,12,5189,4.0469,7,3,1,Founders of Gloomhaven,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1404,124052,2,5,60,7.05491,13,1346,2.3647,3,2,1,Cinque Terre,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1405,12750,2,4,240,7.95774,13,874,4.1029,4,3,1, Railways on the Isle of Wight,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1406,31483,2,5,90,6.93661,12,2431,3.1357,2,5,1,Constantinopolis,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1407,66171,2,2,30,6.57767,13,3118,1.3659,1,4,1,Dragonheart,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1408,40237,3,8,60,6.72509,10,2116,1.746,3,3,1,Long Shot,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1409,152242,5,75,30,7.22107,8,3320,1.4231,5,7,1,Ultimate Werewolf Deluxe Edition,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1410,224821,1,2,45,7.41421,14,3747,2.0625,3,5,1,One Deck Dungeon Forest of Shadows,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1411,159504,1,5,120,8.08299,14,2198,3.5429,7,3,2,Folklore The Affliction,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1412,43152,2,4,90,6.89206,12,2033,3.0075,4,2,1,Assyria,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1413,65515,2,8,45,6.52794,10,4733,2.066,6,4,1,Nuns on the Run,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1414,215840,1,4,90,6.97894,12,3481,3.3529,1,3,2,Exit The Game  The Forbidden Castle,0,0,0,0,0,1,0,1,0,0,0,0,0,Strategy,Co-op
1415,142121,2,4,45,7.19902,10,1983,2.1818,3,2,1,Guildhall Job Faire,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1416,144864,1,2,30,7.50779,13,1862,2.2963,3,2,1,Ascension Darkness Unleashed,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1417,187680,1,5,45,7.03955,14,3029,1.9333,3,2,1,Quests of Valeria,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1418,98315,2,6,45,6.78616,13,2846,1.7523,6,4,2,The Adventurers The Pyramid of Horus,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1419,150293,2,2,45,7.29591,12,2537,3.3438,4,2,1,The Ravens of Thri Sahashri,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
1420,9441,2,5,20,6.77294,5,2208,1.1018,1,5,1,Ribbit,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1421,217398,2,4,120,7.5682,14,1262,3.1944,5,4,3,Path of Light and Shadow,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1422,88408,2,5,45,6.51805,12,5076,2.6414,6,4,1,Nightfall,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1423,9341,3,4,60,6.77493,10,2075,2.6175,3,2,2,Lost Valley,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
1424,241451,1,4,90,8.60493,14,1753,2.8182,6,3,2,Aeons End Legacy,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1425,99,2,4,180,6.70453,12,3515,2.6398,2,2,1,Fortress America,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
1426,592,4,4,60,6.75421,10,1106,2.0359,3,1,1,Spades,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1427,153507,2,6,60,6.82584,10,2437,1.4894,1,2,1,Terra,0,1,0,0,0,0,0,0,0,0,0,1,0,Educational,PVP
